7186299,"Пятница, 13 июля 2018, 22:31","МИД протестует из-за судебных решений по Балуху и Панову в оккупированном Крыму"," <p>Министерство иностранных дел Украины выразило категорический протест в связи с решениями подконтрольных Кремлю судов по делам украинцев Евгения Панова и Владимира Балуха.</p> <p>Об этом сообщает <a href=""https://mfa.gov.ua/ua/press-center/news/66217-komentar-mzs-ukrajini-u-zvjazku-z-rishennyami-rosijsykoji-okupacijnoji-vladi-krimu-u-spravi-gromadyan-ukrajini-jevgena-panova-ta-volodimira-baluha"" rel=""noopener noreferrer"" target=""_blank"">пресс-служба МИД Украины</a>.</p> <p>""Обвинение Евгения Панова в ""участии в диверсионно-террористической деятельности"" сфабрикованы и политически мотивированы, а его осуждение до 8 лет колонии строгого режима - нелегитимно"", - отмечают в министерстве.</p> <p>В МИД отмечают, что особое беспокойство вызывает тот факт, что во время проведения ""досудебных следственных действий"" к Евгению Панову применялись пытки.</p><div id=""article_300_banner_for_mobile_intext""></div>

 <p>""Что является грубым нарушением основных норм международного права в области прав человека, закрепленных, в частности, во Всеобщей декларации прав человека от 10 декабря 1948 года, а также в ряде международных конвенций, которые осуждают пытки и другое жестокое обращение"", - объясняют в министерстве.</p> <p>""Решительно осуждаем продолжающиеся репрессии против Владимира Балуха, которому так называемым ""железнодорожным районным судом"" в оккупированном Симферополе сегодня было отказано в условно-досрочном освобождении"", - добавляют в ведомстве.</p> <p>В министерстве требуют от России немедленно прекратить репрессии против граждан Украины Евгения Панова, Владимира Балуха и более 60 украинцев, еоторые ""содержатся Кремлевским режимом в России и в оккупированном Крыму, освободить их из-под стражи и обеспечить беспрепятственное возвращение домой"".</p> <p>13 июля п<span>одконтрольный Кремлю Верховный суд Крыма <a href=""https://www.pravda.com.ua/rus/news/2018/07/13/7186206/"" rel=""noopener noreferrer"" target=""_blank"">приговорил фигуранта</a> дела ""украинских диверсантов"" Евгения Панова к 8 годам колонии строгого режима.</span></p> <p>ФСБ России в августе 2016 года объявила о задержании в аннексированном Крыму группы ""украинских диверсантов"", которые якобы готовили теракты на полуострове.</p> <p>Задержанных некоторое время содержали в московском СИЗО в Лефортово, после &ndash; вернули в Крым.</p> <p>Российские спецслужбы заявляют, что задержанные Евгений Панов и Андрей Захтей были членами ""группы диверсантов"", которая якобы планировала совершить теракты на объектах туристической и социальной инфраструктуры полуострова.</p> <p>Власти Украины отрицают российские обвинения в адрес украинцев и называют их ""провокацией"" российских спецслужб.</p> <p>Захтей подписал досудебное соглашение со следствием. В феврале его приговорили к 6 годам и 6 месяцам колонии строгого режима и штрафу 220 тысяч рублей (около 105 тысяч гривен).</p> <p><span>В оккупированном Россией Симферополе так называемый Железнодорожный районный ""суд"" <a href=""https://www.pravda.com.ua/rus/news/2018/07/13/7186241/"" rel=""noopener noreferrer"" target=""_blank"">отказал украинскому активисту</a> Владимиру Балуху в условно-досрочном освобождении по первому приговору, которым его лишили свободы на 3 года и 4 месяца.</span></p> <p><span>Ранее сообщалось, что осужденный в аннексированном Россией Крыму украинский активист Владимир </span><a href=""https://www.pravda.com.ua/rus/news/2018/07/13/7186185/""><span>Балух продолжает находиться в общей камере&nbsp;</span></a><span>симферопольского СИЗО, что плохо сказывается на его здоровье в связи с голодовкой, которую он держит более 115 дней.</span></p> <p><span>5 июля подконтрольный России ""суд"" Крыма признал Балуха виновным в якобы избиении начальника изолятора временного содержания и приговорил его к </span><a href=""https://www.pravda.com.ua/rus/news/2018/07/5/7185382/""><span>5 годам лишения свободы</span></a><span> и штрафу 10 000 рублей.</span></p> <p><span>Активиста </span><strong>приговорили к такому тюремному сроку по совокупности двух уголовных дел, </strong><span>то есть больший тюремный срок поглотил меньший.</span></p> <p><span>19 марта Балух объявил бессрочную голодовку. Позже он решил </span><a href=""https://www.pravda.com.ua/rus/news/2018/06/22/7184226/""><span>перейти на сухую голодовку</span></a><span>.</span></p> <p><span>22 июня уполномоченный Верховной Рады по правам человека Людмила Денисова заявила о требовании срочно </span><a href=""https://www.pravda.com.ua/rus/news/2018/06/22/7184253/""><span>предоставить ей разрешение посетить Балуха</span></a><span> в оккупированном Крыму, а также сообщила, что Балуха перевели в Раздольненский изолятор временного содержания, где он </span><a href=""https://www.pravda.com.ua/rus/news/2018/06/23/7184296/""><span>подвергается издевательствам и унижениям по национальным признакам</span></a><span> со стороны начальника ИВС.</span></p> </div> <div class=""post__source"">Украинская правда</div> ","2018-07-14 16:46:01",https://www.pravda.com.ua/rus/news/2018/07/13/7186299/
638701,"Пятница, 13 июля 2018, 20:00","OVERTIME: ГЛАВНЫЕ СОБЫТИЯ ДНЯ","<div class=""image-box image-box_center"" style=""max-width: 640px;""><img alt=""&nbsp;"" src=""https://eimg.pravda.com/images/doc/1/6/16a0622-evroblyahi-640x305.jpeg"" />
<div class=""image-box__caption""></div>
<div class=""image-box__author""></div>
</div>
<p>О чем все говорят сегодня?</p>
<p><strong>О ""евробляхах"".</strong> Депутаты <a href=""/news/2018/07/13/638679/"">проголосовали</a> за основу законопроекты, которые позволят снизить акцизы на растаможку автомобилей и усилить ответственность за использование нерастаможенных авто.</p>
<p><strong>Об учетной ставке.</strong> В Раде НБУ <a href=""/news/2018/07/13/638676/"">назвали</a> причины ее повышение до 17,5%.</p>
<p><strong>О повышении тарифов.</strong> ""<a href=""/news/2018/07/13/638682/"">Не хочу, но надо</a>"", - сказал премьер.</p><div id=""article_300_banner_for_mobile_intext""></div>

<p><strong>О переговорах с МВФ.</strong> Перенос переговорного процесса с Международным валютным фондом резко снизит шансы Украины на привлечение очередного кредитного транша. Их нужно <a href=""/news/2018/07/13/638686/"">восстановить</a> в течение недели.</p>
<p><strong>О воде.</strong> Компании, которые <a href=""/news/2018/07/13/638689/"">используют</a> жидкий хлор и соляную кислоту для очистки питьевой воды, могут прекратить свое производство.</p>
<p><strong>Хотите узнать больше?</strong></p>
<p><a href=""/rus/publications/2018/07/13/638675/""><strong>""Заробитчане"" как спасательный круг, или Зачем НБУ повысил учетную ставку</strong></a><br /><span>Нацбанк повысил учетную ставку. В чем логика решения регулятора и о чем повышение ставки сигнализирует, на самом деле.</span></p>
<p><span><a href=""/cdn/cd1/2018/07/skilky-treba-bude-platyty-za-importni-avto-onlain-kalkuliator/index.html"" rel=""noopener noreferrer"" target=""_blank""><strong>Сколько надо будет платить за импортные авто по новому закону. Онлайн-калькулятор</strong></a><br />Посчитайте, насколько может уменьшиться акциз для машины, которая вас интересует.<br /></span></p></div>
                    ","2018-07-14 16:46:01",https://www.epravda.com.ua/rus/news/2018/07/13/638701/
638696,"Пятница, 13 июля 2018, 17:58","Японцы покупают контрольный пакет украинской агрокомпании","<p>Японская корпорация Sumitomo приобретет 51% акций ООО ""Спектр-Агро"" &mdash; поставщика сельскохозяйственных ресурсов для украинских аграрных предприятий.</p>
<p>Об этом<a href=""https://delo.ua/business/japoncy-pokupajut-kontrolnyj-paket-ukrainskoj-agrokompanii-344520/"" rel=""noopener noreferrer"" target=""_blank""> сообщает</a> delo.ua.</p>
<p>Cообщается, что соответствующее разрешение подписано между корпорацией ""Спектр-Агро"" и ООО ""Спектр-Агротехника"" 11 июля.</p>
<p>""Более 30 лет назад в Sumitomo было основано агро-научное направление (ASBL). Начав с экспорта средств защиты растений из Японии, Sumitomo активно занимается расширением цепи поставок, постоянно развивая оптовые и розничные каналы сбыта. На сегодня эта деятельность осуществляется в 30 странах мира. Приобретение компании ""Спектр-Агро"" является продолжением развития бизнеса Sumitomo в торговле сельхозресурсами"", &mdash; говорится в сообщении.</p><div id=""article_300_banner_for_mobile_intext""></div>

<p>В ""Спектр-Агро"" ожидают, что сделка по приобретению будет способствовать расширению и росту деятельности компании в Украине.</p>
<p>""Спектр-Агро"" основана в 2009 году, в настоящее время осуществляет деятельность на всей территории Украины. Поставляет такие сельскохозяйственные ресурсы, как средства защиты растений, удобрения, семена и сельскохозяйственную технику более чем для 3,5 тыс. сельхозпроизводителей страны.</p>
<p>Группа Sumitomo &mdash; одна из крупнейших японских корпораций. В нее входят компании финансового сектора, машиностроения, электротехнической промышленности, черной и цветной металлургии и др.</p>
<p>Экономическая правда</p></div>
                    ","2018-07-14 16:46:02",https://www.epravda.com.ua/rus/news/2018/07/13/638696/
7186292,"Пятница, 13 июля 2018, 20:25","Порошенко договорился продолжить диалог с Орбаном о внедрении языковой статьи"," <p>Президент Петр Порошенко рассказал, что договорился с премьер-министром Венгрии Виктором Орбаном продолжить диалог по языковой статье.</p> <p>Об этом он рассказал в интервью журналистам трех украинских телеканалов - ""112-Украина"", ""СТБ"" и ""Интер"".</p> <p>""На саммите НАТО я имел короткую встречу с премьером Венгрии Виктором Орбаном, мы договорились о том, что на уровне министров иностранных дел и министров образования мы немедленно продолжим этот диалог и имплементируем решение Венецианской комиссии"", - заявил Порошенко.</p> <p>При этом он добавил, что Украина будет защищать свои интересы, а ""действия украинской власти и президента будут исходить из национальных интересов Украины"".</p><div id=""article_300_banner_for_mobile_intext""></div>

 <p>""Никому не удастся заблокировать украинскую&nbsp; интеграцию в НАТО - ни внешне - я имею в виду Россию, ни изнутри Украины - ни одной пятой колонны мы не потерпим, ни изнутри НАТО"", - подчеркнул президент.</p> <p>""С Украиной нельзя говорить языком шантажа, мы этого не воспринимаем и оно ни к чему не приведет. По моему глубокому убеждению, кто будет разговаривать с нами на языке шантажа, то будет в изоляции сам"", - добавил Порошенко.</p> </div> <div class=""post__source"">Украинская правда</div> ","2018-07-14 16:46:02",https://www.pravda.com.ua/rus/news/2018/07/13/7186292/
7186290,"Пятница, 13 июля 2018, 20:00","Мать Кольченко вышла на одиночный пикет в Крыму, чтобы поздравить Сенцова"," <p>Мать заключенного в РФ украинца Александра Кольченко Лариса вышла на пикет в Симферополе, чтобы поздравить Олега Сенцова с днем рождения.</p> <p>Об этом рассказала в Facebook мать еще одного фигуранта дела о ""группе Сенцова"" Ольга Афанасьева.</p> <p><iframe frameborder=""0"" height=""688"" scrolling=""no"" src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Fpermalink.php%3Fstory_fbid%3D1815575755203783%26id%3D100002541289573&amp;width=500"" style=""border: none; overflow: hidden;"" width=""500""></iframe></p> <p>13 июля <a href=""https://www.pravda.com.ua/rus/news/2018/07/13/7186196/"" rel=""noopener noreferrer"" target=""_blank"">мать Сенцова</a>, приговоренного к 20 годам колонии по обвинению в терроризме, попросила президента России Владимира Путина помиловать ее сына.</p><div id=""article_300_banner_for_mobile_intext""></div>

 <p>Также в сети <a href=""https://www.pravda.com.ua/rus/news/2018/07/13/7186231/"" rel=""noopener noreferrer"" target=""_blank"">появились первые за два года кадры</a>, на которых можно увидеть Олега Сенцова в заключении.</p> <p>13 июля 2018 ему исполнилось 42 года.</p> <p>С 16 мая Олег <a href=""https://www.pravda.com.ua/news/2018/05/16/7180423/"" rel=""noopener noreferrer"" target=""_blank"">Сенцов объявил голодовку</a> с требованием к властям РФ отпустить всех удерживаемых украинцев.&nbsp;</p> <p>В конце июня российский омбудсмен Татьяна Москалькова посетила Сенцова в колонии Лабытнанги, где он содержится, и заявила: <a href=""https://www.pravda.com.ua/news/2018/06/28/7184796/"" rel=""noopener noreferrer"" target=""_blank"">состояние украинского режиссера в целом удовлетворительное</a>, но в связи с его голоданием остаются опасения.</p> <p>В свою очередь украинский омбудсмен Людмила Денисова заявила, что не верит словам Москальковой о состоянии здоровья украинских политзаключенных и в частности Сенцова. На встречу с украинцем <a href=""https://www.pravda.com.ua/news/2018/06/28/7184782/"" rel=""noopener noreferrer"" target=""_blank"">Денисову не допустили</a>.</p> <p>По словам адвоката Сенцова Дмитрия Динзе, политзаключенного <a href=""https://www.pravda.com.ua/news/2018/07/1/7185000/"" rel=""noopener noreferrer"" target=""_blank"">принудительно кормят белково-витаминной смесью</a> и каждый день ""закачивают витаминные коктейли"".</p> <p>5 июля двоюродная сестра украинского политзаключенного Олега Сенцова Наталья <a href=""https://www.pravda.com.ua/news/2018/07/5/7185405/"" rel=""noopener noreferrer"" target=""_blank"">Каплан встретилась</a> с ним в российской колонии. После встречи Каплан сообщила, что <a href=""https://www.pravda.com.ua/news/2018/07/5/7185459/"" rel=""noopener noreferrer"" target=""_blank"">Сенцов ""похудел и сильно постарел""</a>.</p> </div> <div class=""post__source"">Украинская правда</div> ","2018-07-14 16:46:02",https://www.pravda.com.ua/rus/news/2018/07/13/7186290/
7186286,"Пятница, 13 июля 2018, 19:00","В столичном метро собрались очереди за день до подорожания проезда"," <p>В последний день перед подорожанием проезда на станциях столичного метрополитена возле касс собрались большие очереди.</p> <p>Об этом сообщает ""<a href=""https://www.ukrinform.ua/rubric-kyiv/2498503-na-stanciah-kiivskogo-metro-zibralisa-veliki-cergi.html"" rel=""noopener noreferrer"" target=""_blank"">Укринформ</a>"".</p> <p>""Пассажиры пытаются приобрести или пополнить пластиковые бесконтактные карточки для проезда в метро. На некоторых станциях, в частности на станции ""Площадь Льва Толстого"", пассажирам в кассах заявляют, что карточки пополнения счета для проезда уже закончились"", - отмечает издание.</p> <p>Как сообщалось, с&nbsp;<span>14 июля в столице <a href=""https://www.pravda.com.ua/rus/news/2018/07/12/7186159/"" rel=""noopener noreferrer"" target=""_blank"">вдвое подорожает стоимость</a> проезда в коммунальном транспорте.</span></p><div id=""article_300_banner_for_mobile_intext""></div>

 </div> <div class=""post__source""></div> ","2018-07-14 16:46:03",https://www.pravda.com.ua/rus/news/2018/07/13/7186286/
7186283,"Пятница, 13 июля 2018, 18:38","Боевики обстреляли все направления, есть раненый"," <p>Боевики 7 раз открывали огонь, один раз из запрещенного Минскими договоренностями вооружения, один военный ранен.<strong></strong></p> <p>Об этом сообщает <a href=""https://www.facebook.com/pressjfo.news/photos/a.364697644022858.1073741828.364683177357638/411955225963766/?type=3&amp;theater"" rel=""noopener noreferrer"" target=""_blank"">пресс-центр Операции Объединенных сил</a>.</p> <p>Боевики обстреливали украинские позиции из БМП, гранатометов, крупнокалиберных пулеметов и стрелкового оружия.</p> <p>Под их огонь попали позиции Объединенных сил в районах населенных пунктов Кряковка, Крымское, что на Луганском направлении, Марьинка, Опытное, Каменка на Донецком направлении, Талаковка, Водяное, Гнутово, Широкино на Мариупольском направлении.</p><div id=""article_300_banner_for_mobile_intext""></div>

 <p>""Наряду с этим, защитников Водяного враг обстрелял из 120-мм миномета"", - добавляют военные.</p> <p>В ООС заверили, что военные контролируют ситуацию, надежно удерживают свои позиции, сохраняя занимаемые рубежи неизменными.</p> </div> <div class=""post__source"">Украинская правда</div> ","2018-07-14 16:46:03",https://www.pravda.com.ua/rus/news/2018/07/13/7186283/
7186279,"Пятница, 13 июля 2018, 18:13","Активисты нашли дорогой дом у матери Сюмар. Нардеп говорит, что это фейк"," <p><span style=""font-weight: 400;"">Общественные активисты утверждают, что мать народного депутата Виктории Сюмар Лидия Мельник владеет земельными участками в полгектара и домом в Киевской области, которые не соответствуют ее доходам.</span></p> <p><span style=""font-weight: 400;"">Об этом сообщает Общественное движение</span><a href=""http://www.chesno.org/post/690/?%D0%BE%D0%BB%D1%80%D0%BF%D1%80"" target=""_blank""><span style=""font-weight: 400;""> ЧЕСНО</span></a><span style=""font-weight: 400;"">.</span></p> <p><span style=""font-weight: 400;"">Отмечается, что в декларации Сюмар отсутсвует дом и земельный участок. Так же их нет и в декларации экс-""регионала"" Дмитрия Христюка, с которым у народного депутата, </span><a href=""https://tabloid.pravda.com.ua/person/5b4497164b775/""><span style=""font-weight: 400;"">по данным СМИ</span></a><span style=""font-weight: 400;"">, может быть совместный быт.</span></p> <p><span style=""font-weight: 400;"">При этом активисты утверждают, что благодаря фото Христюка в соцсетях им удалось разыскать дом, который зарегистрирован на мать Сюмар.</span></p><div id=""article_300_banner_for_mobile_intext""></div>

 <p><span style=""font-weight: 400;"">Сообщается, что дом расположен в селе Михайловская Рубежовка (Киевская область).</span></p> <div class=""image-box image-box_center"" style=""max-width: 690px;""><img alt=""&nbsp;"" src=""//img.pravda.com/images/doc/c/a/ca369b7------.jpg"" /> <div class=""image-box__caption""></div> <div class=""image-box__author"">фото с сайта ЧЕСНО</div> </div> <p><span style=""font-weight: 400;"">""Оказалось, что земля, на которой стоит дом Сюмар, принадлежит гражданке Лидии Мельник, которая родом из города Погребище Винницкой области"", - говорится в расследовании.</span></p> <p><span style=""font-weight: 400;"">Кроме того, активисты добавляют, что в собственности Мельник не один, а два участка в Михайловской Рубежовке, которые расположены рядом. На двух участках возведены дома.</span></p> <p><span style=""font-weight: 400;"">""В общем, гражданка Мельник владеет земельными участками под Киевом, общей площадью почти в полгектара"", - говорится в публикации.</span></p> <p><span style=""font-weight: 400;"">Сообщается, что земельные участки женщина приобрела в 2015 году, потратив на обе лишь 330 тыс. грн.</span></p> <p><span style=""font-weight: 400;"">При этом авторы расследования отмечают, что ранее в </span><a href=""https://www.facebook.com/vsiumar/posts/894970737304079?__mref=message_bubble"" target=""_blank""><span style=""font-weight: 400;"">Facebook</span></a><span style=""font-weight: 400;""> сама Сюмар сообщила, что она родом из Погребищ из очень бедной семьи.</span></p> <p><span style=""font-weight: 400;"">Также активисты отмечают, что заместитель мэра Ирпеня Дмитрий Христюк в соцсети Facebook хвастался, что занимается спортом со своей любимой в загородном доме, который может принадлежать матери Сюмар, а также натирался снегом и высаживал деревья там.</span></p> <div class=""image-box image-box_center"" style=""max-width: 690px;""><img alt=""&nbsp;"" src=""//img.pravda.com/images/doc/e/e/ee19f8d------3.jpg"" /> <div class=""image-box__caption""></div> <div class=""image-box__author"">фото с сайта ЧЕСНО</div> </div> <p><span style=""font-weight: 400;"">""Журналисты ЧЕСНО поинтересовались, кем приходится Лидия Мельник нардепу Сюмар и выяснили, что это ее мать. Лидия Мельник в 2011 году развелась с отцом депутата Петром Сюмар и взяла после развода девичью фамилию"", - говорится в расследовании.</span></p> <p><span style=""font-weight: 400;"">По информации источников Общественного движения в Государственной фискальной службе, мать Сюмар с 1997 года работала в Погребищенской государственной семенной инспекции до момента ее ликвидации в 2013 году.</span></p> <p><span style=""font-weight: 400;"">Предпринимательской деятельностью женщина не занималась, а с 2013-го до 2018 года никакого официального дохода не имела.</span></p> <p><span style=""font-weight: 400;"">""Возникает закономерный вопрос, откуда у Лидии Мельник - матери народного депутата - взялись средства на земельные участки, где расположены под Киевом элитные дома"", - ставят вопрос активисты.</span></p> <p><span style=""font-weight: 400;"">В свою очередь Сюмар заявила, что это фейк.</span></p> <div class=""image-box image-box_center"" style=""max-width: 535px;""><img alt=""&nbsp;"" src=""//img.pravda.com/images/doc/0/e/0e57649------8.jpg"" /> <div class=""image-box__caption""></div> <div class=""image-box__author"">фото с сайта ЧЕСНО</div> </div> <p><span style=""font-weight: 400;"">""Все имущество моей матери - это один дом размером 200 кв.м. Это кажется значительно меньший размер, чем у редактора движения ЧЕСНО. Никакого другого имущества у моей мамы нет в принципе"", - написала она в Facebook.</span></p> <p><span style=""font-weight: 400;"">Она добавила, что и у нее в декларации, и у сестры, которая ""платит миллионные налоги в бюджет"" вполне законные средства на помощь матери.</span></p> <p><span style=""font-weight: 400;"">""Я живу у себя в квартире. Адрес известен. А подыгрывать кампании Медведчука против меня ... - как минимум непрофессионально"", - заявила Сюмар.</span></p> <p><span style=""font-weight: 400;"">По ее мнению у авторов расследования ""много личной заинтересованности"" в этом деле.</span></p> <p><span style=""font-weight: 400;"">Виктория Сюмар - заместитель главы депутатской фракции ""Народный фронт"".</span></p> <p><span style=""font-weight: 400;"">Согласно </span><a href=""https://declarations.com.ua/declaration/nacp_c43682e2-b022-43d7-83d2-65fa4f6e3d8d"" target=""_blank""><span style=""font-weight: 400;"">декларации</span></a><span style=""font-weight: 400;"">, она владеет квартирой в Киеве более чем 100 кв.м, стоимостью почти в 800 тысяч гривен и автомобилем Volvo за 1,2 млн грн.</span></p> <p><span style=""font-weight: 400;"">Наличными Сюмар задекларировала 87 тыс. долларов и 2,8 млн гривен.</span></p> <p>До того, как стать народным депутатом, она не занималась бизнесом.</p> <p>Сюмар была членом наблюдательного совета фонда ""Видродження"", одним из основателей журналистской кампании ""Стоп Цензура"", председателем общественного наблюдательного совета телеканала ""Интер"" и одним из основателей общественной кампании ""Чесно"".</p> </div> <div class=""post__source"">Украинская правда</div> ","2018-07-14 16:46:03",https://www.pravda.com.ua/rus/news/2018/07/13/7186279/
7084390,,,,"2018-07-14 16:46:03",https://www.eurointegration.com.ua/rus/news/2018/07/13/7084390/
7186276,"Пятница, 13 июля 2018, 17:23","Догхантер Святогор отпросился у следователя из домашнего ареста в магазин"," <p>Киевского догхантера Алексея Святогора, который по решению суда находится под круглосуточным домашним арестом, встретили в супермаркете на Левобережной.</p> <p>Стрим вела в Facebook страница <a href=""https://www.facebook.com/UAnimals.official/videos/1659373697451176/"" rel=""noopener noreferrer"" target=""_blank"">UAnimals</a>.</p> <p>Акивисты заявили о нарушении меры пресечения и вызвали полицию.</p> <div class=""image-box image-box_center"" style=""max-width: 484px;""><img alt=""&nbsp;"" src=""//img.pravda.com/images/doc/e/4/e472d6c-37006047-2025120184173203-6900937792314933248-n.jpg"" /> <div class=""image-box__caption""></div> <div class=""image-box__author""></div> </div> <div class=""image-box image-box_center"" style=""max-width: 504px;""><img alt=""&nbsp;"" src=""//img.pravda.com/images/doc/e/e/ee6c8d6-37045807-2025120170839871-3893256195896508416-n.jpg"" /> <div class=""image-box__caption""></div> <div class=""image-box__author""></div> </div> <p>На место событий прибыли два патруля, с которыми Святогор пообщался, после чего его полицейские отвезли домой.</p><div id=""article_300_banner_for_mobile_intext""></div>

 <p>В то же время в Шевченковском райуправлении милиции ""Украинской правде"" заявили, что Святогор ""<strong>вышел в магазин по разрешению следователя</strong>"".</p> <p>""Сегодня у него должна была быть апелляция, но заседание перенесли. По разрешению следователя он имеет право выходить. В тот момент, когда его видели в магазине, он вышел по разрешению следователя в магазин"", - объяснила УП пресс-офицер Шевченковского управления полиции Киева Анна Зубрева.</p> <p>Как сообщалось, Шевченковский районный суд Киева <a href=""https://www.pravda.com.ua/rus/news/2018/07/5/7185436/"" rel=""noopener noreferrer"" target=""_blank"">продлил догхантеру Алексею Святогору меру пресечения</a> в виде круглосуточного домашнего ареста с запретом покидать место своего проживания до 7 августа.</p> <p>8 июня стало известно о&nbsp;<a href=""https://life.pravda.com.ua/society/2018/06/8/231489/"">задержании Святогора</a>.&nbsp;В тот же день его отпустили домой.</p> <p>Мужчина не раз открыто заявлял, что убивает бездомных собак.</p> </div> <div class=""post__source"">Валентина Романенко, УП</div> ","2018-07-14 16:46:04",https://www.pravda.com.ua/rus/news/2018/07/13/7186276/
